9999,1,3,4,6,7,8,10,11,13,15,16,18,19,20,21,22,23,24,29,32,35,36,39,40,42,45,46,47,48,49,50,51,52,53,54,55,59,63,64,65,66,68,69,70,71,72,75,76,78,79,80,81,82,84,88,89,90,92,93,94,95,96,97,98,99,100,101,102,103,104,106,107,109,110,111,113,114,115,116,117,118,119,120,121,124,126,127,128,130,131,132,133,134,135,136,137,185,188,189,191,192,193,194,196,197,199,200,1000,1001,1002,1003,1004,1005,1006,1007,3006,3007,3010,3013,3014,3015,3016
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1
8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
9,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,2,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,1,0,1,1,1,1,1,1,1
17,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,2,2,0,0,0,0,2,1,1,1,2,1,0,0,1,0,0,1,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,1
18,0,1,1,1,1,0,0,0,0,0,1,2,1,0,0,2,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,2,1,2,2,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,2,1,1,2,0,0,1,1,2,0,1,1,2,2,2,1,1,1,2,1,1,1,1,1,0,0,1,0,1,1,2,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,1,1,0,1,1,0,1,1,2,1,1,0,0,0,0,1,1,1,0,2,1,1,2,0,0,1,1,2,1,1,1,1,2,2,1,1,0,2,1,1,1,1,1,0,0,1,0,1,1,2,0,1,1,1,0,0,1,0,1,0,1,2,1,0,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1
