9999,24,112,108,3,1,151,150,146,142,144,140,191,185,54,55,72,38,48,93,95,3006,3007,3010,3013,3014,3015,3016
0,0.041,0.200,0.071,0.024,0.026,0.096,0.374,0.436,0.754,0.529,0.131,0.587,0.001,0.063,0.076,0.134,0.140,0.361,0.028,0.013,0.261,0.185,0.873,0.288,0.319,0.263,0.136
1,0.052,0.139,0.089,0.034,0.024,0.139,0.607,0.460,0.554,0.502,0.124,0.492,0.001,0.059,0.109,0.176,0.133,0.300,0.019,0.017,0.369,0.258,0.719,0.196,0.236,0.238,0.127
2,0.056,0.163,0.096,0.027,0.036,0.131,0.417,0.397,0.566,0.436,0.108,0.648,0.001,0.051,0.087,0.183,0.116,0.395,0.023,0.017,0.351,0.209,0.850,0.232,0.237,0.208,0.111
3,0.060,0.193,0.102,0.029,0.038,0.139,0.442,0.374,0.584,0.410,0.102,0.796,0.001,0.049,0.093,0.194,0.109,0.486,0.027,0.018,0.346,0.206,0.815,0.255,0.248,0.187,0.097
4,0.057,0.182,0.097,0.029,0.036,0.132,0.459,0.445,0.634,0.488,0.121,0.652,0.001,0.058,0.094,0.184,0.130,0.398,0.025,0.018,0.333,0.211,0.896,0.245,0.250,0.219,0.117
5,0.048,0.237,0.082,0.023,0.031,0.109,0.349,0.327,0.539,0.397,0.094,0.865,0.001,0.045,0.073,0.153,0.100,0.581,0.033,0.015,0.277,0.165,0.735,0.319,0.309,0.225,0.092
6,0.047,0.214,0.081,0.027,0.030,0.110,0.427,0.430,0.743,0.522,0.129,0.670,0.001,0.062,0.087,0.153,0.138,0.409,0.030,0.015,0.281,0.199,0.940,0.290,0.296,0.244,0.126
7,0.039,0.260,0.067,0.022,0.025,0.089,0.344,0.370,0.640,0.449,0.111,0.700,0.001,0.053,0.070,0.124,0.119,0.470,0.036,0.012,0.229,0.162,0.764,0.357,0.346,0.251,0.110
8,0.043,0.238,0.074,0.025,0.027,0.100,0.391,0.421,0.728,0.511,0.126,0.640,0.001,0.060,0.080,0.140,0.136,0.429,0.033,0.013,0.255,0.180,0.853,0.320,0.310,0.237,0.123
9,0.041,0.199,0.070,0.026,0.026,0.095,0.392,0.510,0.881,0.618,0.153,0.583,0.001,0.073,0.085,0.133,0.164,0.359,0.028,0.013,0.240,0.191,0.805,0.266,0.346,0.285,0.148
10,0.033,0.199,0.057,0.023,0.021,0.078,0.344,0.448,0.822,0.543,0.134,0.536,0.001,0.064,0.075,0.107,0.144,0.360,0.029,0.010,0.201,0.170,0.660,0.271,0.422,0.307,0.132
11,0.030,0.198,0.051,0.022,0.019,0.076,0.335,0.478,0.697,0.650,0.148,0.532,0.001,0.070,0.073,0.097,0.159,0.357,0.029,0.009,0.193,0.164,0.552,0.265,0.426,0.367,0.150
12,0.035,0.168,0.059,0.027,0.022,0.093,0.406,0.529,0.814,0.712,0.162,0.494,0.001,0.077,0.088,0.117,0.173,0.304,0.024,0.011,0.231,0.196,0.676,0.223,0.360,0.340,0.154
13,0.044,0.150,0.075,0.034,0.026,0.116,0.511,0.541,0.723,0.656,0.162,0.533,0.001,0.077,0.111,0.148,0.174,0.325,0.021,0.014,0.296,0.251,0.743,0.203,0.294,0.296,0.158
14,0.052,0.151,0.089,0.034,0.027,0.139,0.612,0.496,0.601,0.545,0.135,0.535,0.001,0.064,0.110,0.177,0.145,0.326,0.021,0.017,0.355,0.249,0.747,0.204,0.245,0.247,0.132
15,0.065,0.122,0.111,0.037,0.030,0.157,0.663,0.502,0.482,0.437,0.127,0.505,0.001,0.060,0.119,0.219,0.116,0.308,0.017,0.021,0.401,0.271,0.602,0.166,0.197,0.199,0.106
16,0.045,0.122,0.076,0.046,0.021,0.137,0.586,0.543,0.517,0.469,0.137,0.433,0.001,0.065,0.150,0.158,0.126,0.264,0.017,0.015,0.345,0.345,0.613,0.167,0.214,0.216,0.116
17,0.054,0.116,0.093,0.043,0.026,0.176,0.772,0.481,0.463,0.420,0.122,0.425,0.001,0.058,0.139,0.208,0.111,0.259,0.016,0.020,0.455,0.319,0.583,0.159,0.191,0.193,0.103
18,0.065,0.127,0.111,0.039,0.030,0.159,0.699,0.529,0.509,0.461,0.134,0.505,0.001,0.064,0.125,0.219,0.123,0.308,0.018,0.021,0.397,0.278,0.618,0.169,0.202,0.204,0.109
19,0.077,0.090,0.147,0.027,0.036,0.192,0.370,0.280,0.290,0.244,0.071,0.374,0.001,0.034,0.086,0.347,0.065,0.228,0.013,0.033,0.643,0.209,0.442,0.131,0.127,0.118,0.063
20,0.083,0.123,0.141,0.032,0.039,0.157,0.500,0.379,0.393,0.330,0.096,0.507,0.001,0.046,0.105,0.279,0.088,0.309,0.017,0.027,0.475,0.233,0.549,0.163,0.158,0.147,0.078
21,0.064,0.186,0.110,0.027,0.041,0.130,0.415,0.356,0.564,0.396,0.098,0.770,0.001,0.047,0.087,0.182,0.105,0.482,0.026,0.017,0.321,0.190,0.778,0.244,0.236,0.179,0.092
22,0.077,0.128,0.132,0.022,0.049,0.105,0.334,0.282,0.402,0.310,0.077,0.531,0.001,0.037,0.070,0.164,0.082,0.337,0.018,0.017,0.304,0.169,0.612,0.185,0.180,0.150,0.080
23,0.090,0.118,0.154,0.020,0.057,0.106,0.308,0.260,0.371,0.286,0.071,0.490,0.001,0.034,0.065,0.191,0.076,0.311,0.017,0.019,0.342,0.151,0.545,0.165,0.160,0.133,0.071
24,0.043,0.246,0.074,0.019,0.027,0.090,0.288,0.270,0.429,0.301,0.075,0.585,0.001,0.036,0.060,0.126,0.080,0.654,0.034,0.012,0.236,0.140,0.627,0.341,0.190,0.144,0.074
25,0.035,0.292,0.059,0.016,0.022,0.079,0.251,0.236,0.377,0.278,0.066,0.623,0.000,0.031,0.053,0.110,0.070,0.778,0.041,0.010,0.206,0.122,0.547,0.406,0.224,0.162,0.066
26,0.051,0.208,0.086,0.022,0.032,0.106,0.338,0.317,0.503,0.353,0.087,0.686,0.001,0.042,0.071,0.148,0.094,0.553,0.029,0.014,0.278,0.165,0.739,0.289,0.224,0.170,0.088
27,0.044,0.247,0.075,0.020,0.028,0.100,0.317,0.298,0.476,0.351,0.083,0.787,0.001,0.039,0.066,0.139,0.089,0.657,0.034,0.013,0.252,0.150,0.669,0.332,0.273,0.198,0.081
28,0.033,0.332,0.057,0.015,0.021,0.075,0.240,0.236,0.408,0.301,0.071,0.595,0.000,0.034,0.050,0.105,0.076,0.749,0.046,0.010,0.190,0.113,0.504,0.445,0.301,0.170,0.069
29,0.039,0.268,0.066,0.018,0.025,0.088,0.282,0.277,0.479,0.353,0.083,0.699,0.001,0.040,0.059,0.123,0.089,0.600,0.037,0.012,0.230,0.137,0.611,0.372,0.299,0.205,0.084
30,0.028,0.381,0.048,0.014,0.018,0.063,0.228,0.245,0.424,0.312,0.074,0.502,0.000,0.035,0.047,0.089,0.079,0.601,0.053,0.008,0.166,0.109,0.514,0.531,0.351,0.183,0.075
31,0.029,0.382,0.049,0.015,0.018,0.065,0.233,0.251,0.433,0.319,0.075,0.513,0.001,0.036,0.048,0.091,0.081,0.603,0.053,0.009,0.168,0.110,0.519,0.526,0.354,0.185,0.075
32,0.035,0.313,0.060,0.018,0.022,0.080,0.289,0.311,0.537,0.396,0.093,0.636,0.001,0.045,0.059,0.112,0.100,0.508,0.044,0.011,0.207,0.135,0.638,0.427,0.344,0.227,0.093
33,0.025,0.231,0.044,0.017,0.016,0.058,0.251,0.336,0.600,0.458,0.104,0.458,0.001,0.050,0.055,0.081,0.112,0.376,0.040,0.008,0.148,0.124,0.480,0.364,0.403,0.261,0.107
34,0.022,0.244,0.037,0.012,0.014,0.049,0.180,0.241,0.430,0.328,0.074,0.391,0.000,0.036,0.039,0.069,0.091,0.396,0.049,0.007,0.134,0.094,0.414,0.480,0.531,0.225,0.092
35,0.023,0.261,0.040,0.015,0.015,0.053,0.223,0.298,0.532,0.406,0.092,0.419,0.001,0.044,0.048,0.074,0.099,0.424,0.045,0.007,0.135,0.110,0.426,0.411,0.455,0.232,0.095
36,0.024,0.211,0.041,0.016,0.015,0.055,0.239,0.320,0.571,0.435,0.099,0.435,0.001,0.047,0.052,0.077,0.106,0.342,0.036,0.007,0.151,0.127,0.491,0.356,0.408,0.267,0.109
37,0.026,0.172,0.044,0.017,0.016,0.059,0.260,0.374,0.607,0.509,0.116,0.463,0.001,0.055,0.057,0.082,0.130,0.311,0.034,0.008,0.156,0.132,0.499,0.323,0.558,0.312,0.128
38,0.030,0.200,0.051,0.021,0.019,0.070,0.307,0.442,0.704,0.601,0.136,0.538,0.001,0.065,0.067,0.095,0.154,0.361,0.032,0.009,0.172,0.146,0.542,0.282,0.486,0.345,0.141
39,0.032,0.162,0.054,0.025,0.019,0.084,0.368,0.616,0.692,0.838,0.190,0.435,0.001,0.091,0.080,0.107,0.204,0.292,0.024,0.010,0.206,0.175,0.567,0.211,0.359,0.349,0.179
40,0.034,0.141,0.057,0.026,0.020,0.089,0.392,0.664,0.681,0.886,0.201,0.414,0.001,0.096,0.085,0.113,0.215,0.255,0.020,0.011,0.223,0.189,0.567,0.187,0.312,0.375,0.192
41,0.030,0.132,0.051,0.024,0.018,0.080,0.349,0.731,0.607,0.938,0.226,0.369,0.002,0.108,0.078,0.101,0.242,0.239,0.019,0.010,0.199,0.173,0.505,0.175,0.303,0.421,0.216
42,0.028,0.152,0.048,0.022,0.017,0.075,0.328,0.593,0.597,0.807,0.183,0.409,0.001,0.087,0.071,0.095,0.196,0.275,0.023,0.009,0.189,0.160,0.502,0.212,0.369,0.375,0.177
43,0.024,0.141,0.040,0.019,0.014,0.063,0.277,0.431,0.530,0.587,0.133,0.378,0.001,0.066,0.060,0.080,0.196,0.254,0.022,0.008,0.170,0.144,0.475,0.209,0.476,0.483,0.198
44,0.025,0.106,0.043,0.022,0.015,0.067,0.293,0.661,0.509,0.750,0.204,0.309,0.001,0.097,0.070,0.085,0.219,0.191,0.015,0.008,0.164,0.154,0.416,0.138,0.239,0.479,0.196
45,0.021,0.089,0.036,0.018,0.013,0.056,0.246,0.556,0.429,0.631,0.230,0.260,0.002,0.110,0.059,0.071,0.255,0.161,0.014,0.007,0.137,0.129,0.349,0.121,0.285,0.571,0.233
