2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 100, 
130, 393, 468, 479, 400, 381, 374, 372, 307, 176, 142, 0, 0, 0, 0, 0, 
42, 91, 113, 127, 69, 42, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
