day, hour, 1.0, 3.0, 24.0, 38.0, 48.0, 54.0, 55.0, 72.0, 93.0, 95.0, 108.0, 112.0, 142.0, 144.0, 146.0, 150.0, 151.0, 185.0, 140.0, 191.0, 3014.0, 3010.0, 3006.0, 3007.0, 3016.0, 3015.0, 3013.0, 
0, 6.0, 0,48,41,267,77,159,77,0,0,33,0,0,0,0,13,0,0,0,0,75,0,0,0,0,0,0,0,
0, 7.0, 54,44,21,217,231,63,54,0,0,50,0,0,0,25,0,121,0,25,0,67,0,0,0,0,0,0,0,
0, 8.0, 58,38,32,208,0,58,181,0,0,35,79,0,0,0,0,142,0,25,0,0,0,0,0,0,0,0,0,
0, 9.0, 38,31,113,167,0,0,144,25,0,22,100,0,42,0,0,138,0,17,0,0,0,0,0,0,0,0,0,
0, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0, 16.0, 21,67,43,208,0,0,69,0,0,50,225,0,0,0,0,0,188,56,0,0,0,0,0,0,0,0,0,
0, 17.0, 67,500,96,354,117,0,229,0,388,100,263,0,0,119,0,0,231,113,0,0,0,0,0,0,0,0,0,
0, 18.0, 108,313,158,413,291,369,363,0,269,125,475,0,0,175,0,263,156,263,0,0,0,0,0,0,0,0,0,
0, 19.0, 113,109,102,417,244,638,525,0,263,90,438,0,0,0,0,275,169,181,175,0,0,0,0,0,0,0,0,
0, 20.0, 69,117,85,488,118,938,160,0,179,69,200,0,42,0,0,245,152,106,175,63,0,0,0,0,0,0,0,
0, 21.0, 17,50,38,163,49,363,65,31,44,25,100,0,0,83,15,63,71,17,38,46,0,0,0,0,0,0,0,
1, 6.0, 0,63,57,171,125,141,108,0,0,40,0,0,0,0,13,0,0,0,0,81,0,0,0,0,0,0,0,
1, 7.0, 71,54,34,171,150,103,71,0,0,67,0,0,0,50,0,150,0,27,0,83,0,0,0,0,0,0,0,
1, 8.0, 67,46,39,179,0,81,163,0,0,45,96,0,0,0,0,175,0,42,0,0,0,0,0,0,0,0,0,
1, 9.0, 50,50,119,175,0,0,138,25,0,34,131,0,46,0,0,113,0,19,0,0,0,0,0,0,0,0,0,
1, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1, 16.0, 33,96,68,229,0,0,88,0,0,56,175,0,0,0,0,0,125,69,0,0,0,0,0,0,0,0,0,
1, 17.0, 88,300,133,254,150,0,200,0,288,131,300,0,0,150,0,0,238,138,0,0,0,0,0,0,0,0,0,
1, 18.0, 138,244,150,350,197,306,250,0,238,150,388,0,0,181,0,225,181,263,0,0,0,0,0,0,0,0,0,
1, 19.0, 142,181,153,354,225,513,338,0,213,110,275,0,0,0,0,171,169,163,156,0,0,0,0,0,0,0,0,
1, 20.0, 113,127,106,308,150,513,169,0,163,85,188,0,42,0,0,203,156,128,175,83,0,0,0,0,0,0,0,
1, 21.0, 21,63,44,133,57,200,77,31,60,28,108,0,0,104,15,78,79,19,47,52,0,0,0,0,0,0,0,
2, 6.0, 0,77,57,192,133,122,125,0,0,54,0,0,0,0,13,0,0,0,0,94,0,0,0,0,0,0,0,
2, 7.0, 79,56,36,142,131,125,77,0,0,71,0,0,0,75,0,142,0,27,0,100,0,0,0,0,0,0,0,
2, 8.0, 75,52,41,163,0,98,163,0,0,45,121,0,0,0,0,167,0,50,0,0,0,0,0,0,0,0,0,
2, 9.0, 56,56,106,154,0,0,138,31,0,34,125,0,50,0,0,129,0,21,0,0,0,0,0,0,0,0,0,
2, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2, 16.0, 63,113,83,150,0,0,113,0,0,81,200,0,0,0,0,0,150,81,0,0,0,0,0,0,0,0,0,
2, 17.0, 117,188,138,217,158,0,183,0,250,150,225,0,0,150,0,0,194,144,0,0,0,0,0,0,0,0,0,
2, 18.0, 117,219,158,233,216,231,294,0,231,133,375,0,0,156,0,221,175,250,0,0,0,0,0,0,0,0,0,
2, 19.0, 150,169,138,275,197,325,219,0,213,135,263,0,0,0,0,208,147,156,200,0,0,0,0,0,0,0,0,
2, 20.0, 119,146,117,267,140,488,150,0,150,104,171,0,46,0,0,180,144,134,169,95,0,0,0,0,0,0,0,
2, 21.0, 23,67,46,138,67,150,90,31,63,35,117,0,0,125,15,98,88,21,56,54,0,0,0,0,0,0,0,
3, 6.0, 0,96,71,158,129,141,119,0,0,56,0,0,0,0,13,0,0,0,0,94,0,0,0,0,0,0,0,
3, 7.0, 83,67,39,117,138,106,85,0,0,83,0,0,0,106,0,133,0,29,0,104,0,0,0,0,0,0,0,
3, 8.0, 96,56,48,146,0,106,113,0,0,50,117,0,0,0,0,167,0,50,0,0,0,0,0,0,0,0,0,
3, 9.0, 75,58,125,154,0,0,131,31,0,38,138,0,58,0,0,133,0,27,0,0,0,0,0,0,0,0,0,
3, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3, 16.0, 67,121,85,129,0,0,116,0,0,81,200,0,0,0,0,0,131,94,0,0,0,0,0,0,0,0,0,
3, 17.0, 121,238,150,196,148,0,158,0,163,144,325,0,0,131,0,0,188,144,0,0,0,0,0,0,0,0,0,
3, 18.0, 117,213,142,225,172,244,213,0,206,138,313,0,0,150,0,204,166,238,0,0,0,0,0,0,0,0,0,
3, 19.0, 150,131,127,275,194,450,238,0,206,115,263,0,0,0,0,204,159,163,200,0,0,0,0,0,0,0,0,
3, 20.0, 122,129,131,279,150,338,150,0,171,121,154,0,54,0,0,170,148,122,188,105,0,0,0,0,0,0,0,
3, 21.0, 25,69,48,129,75,188,90,31,71,38,113,0,0,121,15,110,90,21,56,54,0,0,0,0,0,0,0,
4, 6.0, 0,110,82,167,125,138,119,0,0,56,0,0,0,0,15,0,0,0,0,106,0,0,0,0,0,0,0,
4, 7.0, 92,69,43,129,138,113,90,0,0,88,0,0,0,125,0,138,0,29,0,104,0,0,0,0,0,0,0,
4, 8.0, 100,65,54,121,0,119,138,0,0,55,117,0,0,0,0,133,0,54,0,0,0,0,0,0,0,0,0,
4, 9.0, 81,69,125,154,0,0,125,31,0,38,119,0,63,0,0,121,0,31,0,0,0,0,0,0,0,0,0,
4, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 16.0, 67,108,88,146,0,0,134,0,0,88,125,0,0,0,0,0,131,100,0,0,0,0,0,0,0,0,0,
4, 17.0, 108,263,146,192,148,0,158,0,225,138,275,0,0,144,0,0,181,119,0,0,0,0,0,0,0,0,0,
4, 18.0, 108,256,133,263,175,269,225,0,200,117,225,0,0,163,0,192,178,250,0,0,0,0,0,0,0,0,0,
4, 19.0, 121,134,138,250,184,375,188,0,175,120,338,0,0,0,0,142,159,169,144,0,0,0,0,0,0,0,0,
4, 20.0, 113,131,125,263,131,363,131,0,167,121,154,0,54,0,0,148,148,131,175,115,0,0,0,0,0,0,0,
4, 21.0, 25,71,48,129,82,175,102,31,73,38,104,0,0,121,15,118,94,23,66,56,0,0,0,0,0,0,0,
5, 6.0, 0,106,86,142,133,138,113,0,0,58,0,0,0,0,15,0,0,0,0,125,0,0,0,0,0,0,0,
5, 7.0, 100,73,43,117,119,128,90,0,0,88,0,0,0,125,0,125,0,33,0,117,0,0,0,0,0,0,0,
5, 8.0, 100,69,59,133,0,115,138,0,0,57,113,0,0,0,0,133,0,54,0,0,0,0,0,0,0,0,0,
