2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 100, 
132, 386, 476, 470, 398, 411, 411, 331, 316, 152, 136, 0, 0, 0, 0, 0, 
34, 114, 118, 115, 68, 33, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
