2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 100, 
129, 483, 517, 506, 420, 394, 374, 310, 255, 131, 106, 0, 0, 0, 0, 0, 
60, 137, 142, 109, 49, 23, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
