2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 100, 
116, 417, 449, 468, 422, 372, 403, 356, 306, 160, 148, 0, 0, 0, 0, 0, 
41, 103, 105, 121, 74, 30, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
