2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 100, 
245, 617, 750, 557, 426, 309, 210, 158, 91, 111, 0, 0, 0, 0, 0, 0, 
485, 1116, 1002, 527, 243, 13, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
