2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 100, 
247, 639, 750, 526, 402, 276, 207, 163, 98, 100, 0, 0, 0, 0, 0, 0, 
483, 1012, 898, 500, 188, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
