2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 100, 
241, 616, 695, 567, 409, 284, 212, 149, 104, 102, 0, 0, 0, 0, 0, 0, 
474, 1024, 923, 484, 170, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
