 chosenLocation, 42.0
 numberOfRuns, 3
 experienceCar, 0.1
 experiencePT, 0.5
 minRankCar, 0.00985
 minRankBus, 0.00799
 trafficImpact, 0.1
 busStopDistanceImpact, 150.0
Happyagents, 4109
 sadOnes, 260
END_TIME, 10000
 car correlation, 0.7192224549165785
 bus correlation, 0.8783039835499021
ChiSquareTest, 16.198703174435824
carCorrSpearman, 0.8792733518259362
busCorrSpearman, 0.8862434338158116
simChi2: [393, 2023, 1201, 134, 326, 32]
