day, hour, 1.0, 3.0, 4.0, 6.0, 7.0, 8.0, 10.0, 11.0, 13.0, 15.0, 16.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 29.0, 32.0, 35.0, 36.0, 39.0, 40.0, 42.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 59.0, 64.0, 65.0, 66.0, 68.0, 69.0, 70.0, 71.0, 72.0, 75.0, 76.0, 78.0, 79.0, 80.0, 81.0, 82.0, 84.0, 88.0, 89.0, 90.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0, 100.0, 101.0, 102.0, 103.0, 104.0, 106.0, 107.0, 109.0, 110.0, 111.0, 113.0, 114.0, 115.0, 116.0, 117.0, 118.0, 119.0, 120.0, 121.0, 124.0, 126.0, 127.0, 128.0, 130.0, 131.0, 132.0, 133.0, 134.0, 135.0, 136.0, 137.0, 185.0, 188.0, 189.0, 192.0, 193.0, 194.0, 196.0, 197.0, 199.0, 200.0, 191.0, 1000.0, 63.0, 1007.0, 1006.0, 1005.0, 1004.0, 1003.0, 1002.0, 1001.0, 3014.0, 3010.0, 3006.0, 3007.0, 3016.0, 3015.0, 3013.0, 
0, 6.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0, 7.0, 0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,147,0,0,0,233,0,0,0,0,0,307,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,333,0,0,0,133,0,0,33,0,0,0,0,0,0,0,0,
0, 8.0, 0,0,0,80,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,87,0,87,0,0,40,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,127,27,0,27,0,73,0,73,73,0,0,140,0,0,0,0,87,0,0,127,0,0,67,0,0,0,0,67,0,0,127,0,173,0,0,0,0,0,0,0,0,133,100,0,260,0,0,80,80,0,133,0,80,0,0,0,0,0,0,0,
0, 9.0, 0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,87,53,73,0,60,0,0,0,87,0,0,0,37,73,40,0,87,53,0,0,73,0,0,87,47,67,33,0,47,0,0,80,0,60,13,0,0,0,60,0,47,0,107,120,0,0,0,80,67,33,0,0,27,0,0,0,0,0,0,0,0,
0, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0, 16.0, 0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,87,0,0,67,0,0,20,0,0,0,0,0,0,0,0,67,0,0,67,0,0,147,73,0,0,47,0,0,93,47,0,0,0,67,0,0,0,73,0,0,0,33,0,0,173,23,60,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,180,33,33,57,47,0,87,107,0,53,0,0,0,0,0,0,0,0,0,
0, 17.0, 0,0,0,133,0,0,0,0,27,27,73,27,0,0,0,80,27,0,0,53,0,0,0,40,0,0,0,0,0,0,0,0,47,0,40,53,0,0,0,27,0,53,113,140,0,80,0,0,0,0,0,20,20,53,0,93,0,0,67,0,0,93,73,87,0,127,0,70,117,0,0,0,0,97,60,47,13,60,20,0,0,73,0,0,153,43,60,87,0,47,0,0,127,0,140,0,0,0,0,120,0,0,0,140,107,27,140,20,67,153,93,0,113,27,0,0,0,0,0,0,0,0,
0, 18.0, 0,107,27,113,47,0,0,0,0,0,120,37,33,0,0,30,53,0,93,33,0,0,33,73,7,40,33,0,0,27,0,20,33,40,30,47,43,40,0,47,133,100,127,140,27,120,87,0,0,0,0,0,7,0,0,57,47,20,73,0,0,227,180,77,0,167,60,60,210,47,53,27,0,90,147,80,13,113,93,0,0,107,0,47,153,77,73,140,0,140,0,0,193,0,173,33,47,0,73,0,0,0,0,220,160,33,270,17,133,180,113,17,173,10,47,0,0,0,0,0,0,0,
0, 19.0, 33,120,87,140,47,0,0,0,20,47,147,20,80,0,0,47,67,0,87,87,0,0,0,0,0,53,0,0,0,0,0,20,47,80,40,60,80,80,0,33,127,0,120,107,23,120,47,0,0,0,0,60,27,40,0,97,60,33,70,0,0,127,147,43,27,120,73,180,177,83,47,20,0,113,120,73,7,100,93,0,0,100,0,67,207,43,0,153,20,113,0,0,280,0,220,0,27,40,0,60,0,133,47,193,73,33,247,33,140,127,107,0,213,27,47,0,0,0,0,0,0,0,
