 chosenLocation, 42.0
 numberOfRuns, 2
 experienceCar, 0.1
 experiencePT, 0.5
 minRankCar, 0.00985
 minRankBus, 0.00799
 trafficImpact, 0.1
 busStopDistanceImpact, 150.0
Happyagents, 4112
 sadOnes, 257
END_TIME, 10000
 car correlation, 0.7357176542158966
 bus correlation, 0.9064834028505651
ChiSquareTest, 14.74898852675362
carCorrSpearman, 0.8219178082191783
busCorrSpearman, 0.934148484292342
simChi2: [393, 2026, 1200, 140, 325, 28]
