2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 100, 
113, 418, 461, 450, 396, 392, 377, 349, 323, 172, 165, 0, 0, 0, 0, 0, 
40, 102, 94, 120, 80, 38, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
